Label,Prediction,False Prediction,File Name
1,0.86,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200807_233420_935_0335872_1.png
1,0.01,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0001_20210813_013823_848_0522496_2.png
1,0.92,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20201107_052344_570_1139200_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20191204_051014_496_1159680_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_UK0006_20210313_212516_173_0242688_1.png
1,0.28,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20210112_191709_309_0232448_1.png
1,0.88,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200908_194541_458_0098048_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20191221_041240_861_1078528_1.png
1,0.85,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20191120_005825_042_0766464_1.png
0,0.81,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_UK0006_20210323_194647_142_0072192_4.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20201211_023417_785_0909568_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190901_212228_855_0208384_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200415_023558_729_0670464_1.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_HR0010_20201105_012458_536_0816128_1.png
0,0.97,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210905_203944_851_0156672_14.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200415_010910_587_0541440_1.png
1,0.97,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20200323_235049_146_0490752_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20200808_232457_474_0332032_1.png
0,0.12,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_UK000F_20210218_195402_818_0165120_14.png
1,0.11,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20201218_010748_932_0797440_1.png
1,0.85,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20201022_010733_759_0722176_1.png
0,0.86,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210718_010258_584_0399104_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200519_235749_433_0343040_1.png
0,0.91,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210808_214714_716_0163328_1.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210712_230030_696_0207360_5.png
1,0.05,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190608_225858_025_0208640_1.png
0,0.96,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210224_193143_657_0088064_1.png
0,0.95,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210904_000305_362_0454144_1.png
1,0.03,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190313_011036_428_0621312_3830.png
1,0.72,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0001_20210607_225044_924_0189952_1.png
0,0.86,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0002_20210119_222115_440_0495104_2.png
1,0.03,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20201218_042743_376_1113600_1.png
1,0.95,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200813_225011_052_0290560_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200303_013100_602_0675584_1.png
0,0.96,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210929_193936_899_0150528_8.png
1,0.2,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200322_192236_354_0081920_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210808_210646_916_0102656_6.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190905_230741_381_0379904_1.png
0,0.84,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_120721_162_1023488_5.png
1,0.85,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_UK0006_20201215_011345_138_0760576_1.png
0,0.88,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_033620_074_0257536_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200907_203545_744_0165632_1.png
0,0.81,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210125_224246_119_0514048_3.png
0,0.85,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_SK0002_20211217_011218_116_0869888_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20191218_231900_937_0627712_1.png
0,0.91,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210113_030629_433_0891136_1.png
0,0.94,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_HR0010_20201105_012113_241_0810496_8.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_112712_961_0963328_5.png
0,0.01,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210913_195841_672_0123648_3.png
1,0.78,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20191120_233054_475_0637696_1.png
0,0.93,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0003_20210121_004222_257_0712960_4.png
1,0.93,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20190809_235008_950_0361216_1.png
0,0.9,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210906_000526_321_0464896_1.png
1,0.88,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20190821_205833_042_0142592_1.png
0,0.91,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210811_015029_079_0533504_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20200818_015324_152_0565504_1.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0001_20210911_214715_602_0278784_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0001_20210319_030704_039_0779520_1.png
1,0.01,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20200422_015818_547_0584192_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200811_233731_029_0354048_1.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0001_20210812_233814_996_0342528_1.png
1,0.85,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200427_021308_711_0598272_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20190825_235604_377_0416768_1.png
0,0.37,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_HR000Y_20200625_231535_687_0360960_3.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210408_195407_151_0075776_1.png
0,0.94,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0002_20210121_055951_578_1180672_3.png
1,0.91,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200807_005410_806_0453376_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_101203_977_0850688_3.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20200324_202901_645_0166656_1.png
1,0.91,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200803_225117_215_0251648_1.png
0,0.94,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_104613_515_0901888_2.png
1,0.2,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0001_20210813_231516_599_0311296_1.png
1,0.81,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200721_001704_563_0357888_1.png
1,0.83,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200806_203218_758_0063744_1.png
0,0.91,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210928_200345_388_0183552_1.png
1,0.86,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190508_215644_635_0180480_1.png
0,0.84,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_104420_789_0899072_3.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20191120_004422_807_0745472_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_UK0006_20210329_195300_101_0065280_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200516_222254_277_0214016_1.png
1,0.01,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200422_021013_106_0611840_1.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0004_20210121_053024_181_1139712_2.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200202_010237_816_0699648_1.png
0,0.94,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_UK002F_20210926_195800_976_0136704_7.png
1,0.9,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200804_013807_750_0511744_1.png
0,0.87,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210314_190630_652_0069632_1.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_111647_850_0947712_1.png
1,0.87,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20200824_230109_699_0347904_1.png
1,0.97,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_HR0010_20201105_011630_639_0803584_1.png
1,0.91,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210920_234941_033_0494592_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210513_233132_265_0305920_1.png
0,0.88,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210330_211342_226_0218880_1.png
1,0.85,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190810_000622_708_0378368_1.png
1,0.36,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20191230_060440_008_1231616_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20201110_022407_418_0884480_1.png
1,0.84,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190508_212958_909_0140544_1.png
0,0.9,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210712_225929_245_0205824_8.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200106_014841_654_0832768_1.png
0,0.8,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210327_015956_758_0658176_1.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210323_210825_561_0229120_1.png
1,0.9,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20200727_000840_879_0361472_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20190812_021336_793_0581376_1.png
0,0.93,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210712_225939_486_0206080_12.png
1,0.98,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210209_053301_871_1094144_1.png
1,0.86,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20191203_224457_076_0582656_1.png
1,0.87,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210110_030137_146_0885248_1.png
1,0.84,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210814_005825_895_0466176_2.png
1,0.83,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_UK000F_20210204_033449_451_0608512_1.png
0,0.9,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210718_220455_978_0134400_3.png
1,0.91,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20200511_233006_877_0329984_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200218_043904_087_0994816_1.png
1,0.94,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20200906_010616_864_0576768_1.png
0,0.96,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_104847_268_0905728_1.png
1,0.9,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20200401_021327_451_0684032_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20191009_021748_665_0776448_1.png
1,0.54,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190814_013850_004_0528128_2.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210827_002905_589_0465664_1.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0003_20210121_012029_578_0770048_8.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210812_024237_744_0615424_1.png
1,0.88,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0001_20210608_011837_279_0411392_1.png
0,0.93,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210716_213757_412_0090624_5.png
1,0.1,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200924_032742_783_0842240_1.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_UK001L_20210329_201309_890_0098048_3.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_UK000F_20210228_185947_561_0060928_1.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20201021_233822_419_0577792_1.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200813_203232_467_0080128_1.png
1,0.92,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210306_033926_791_0862208_1.png
1,0.9,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20190906_031448_266_0749824_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20191230_193211_989_0289280_1.png
0,0.9,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210930_002655_151_0580608_1.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_HR0010_20201105_011528_602_0802048_1.png
0,0.87,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210813_002117_121_0407040_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200331_221255_429_0314624_1.png
1,0.87,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200425_232015_825_0348672_1.png
1,0.83,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20190716_002910_368_0360192_1.png
1,0.9,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20190608_220002_501_0038144_1.png
1,0.92,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20190720_000403_044_0326656_1.png
1,0.9,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20191117_045331_045_1114112_1.png
1,0.82,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200711_213604_876_0087808_1.png
0,0.78,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_HR000Y_20200625_231923_571_0366592_14.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200729_014024_829_0487680_1.png
1,0.82,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200415_001802_586_0464896_1.png
1,0.85,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200624_014816_215_0450560_1.png
1,0.92,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20191124_054330_948_1190912_1.png
1,0.95,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20190806_023924_431_0599296_1.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_034137_752_0265472_6.png
0,0.83,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_US0002_20201026_031103_411_0219648_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20200810_212358_759_0142336_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20181213_023610_967_0515840_1.png
1,0.91,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210906_013943_280_0606464_1.png
1,0.93,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210306_221339_693_0370944_1.png
1,0.93,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200416_233830_116_0400384_1.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20191124_233355_736_0648192_1.png
0,0.85,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0002_20210121_054735_894_1163520_2.png
1,0.9,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200422_014127_030_0569600_2.png
1,0.83,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20191010_025918_186_0841472_1.png
0,0.97,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0002_20210121_062819_163_1223168_5.png
1,0.25,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20190904_222937_831_0320512_1.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210126_015343_480_0797696_1.png
1,0.86,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20200727_225415_553_0244736_1.png
0,0.87,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_SK0002_20211217_014059_725_0912896_1.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210908_003308_578_0513280_1.png
1,0.93,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20200506_012404_938_0501248_1.png
0,0.82,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0004_20210121_053206_571_1142272_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190404_001806_433_0471808_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0003_20201010_012303_397_0709120_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0009_20210214_044139_073_0209152_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190825_224633_038_0310784_1.png
1,0.94,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20181213_201537_239_0355072_1.png
1,0.89,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20191107_233245_437_0615680_1.png
1,0.96,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20200707_015453_708_0477952_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210920_204038_610_0210944_1.png
0,0.81,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_HR000Y_20200626_003126_346_0474368_4.png
1,0.86,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_NL0001_20210513_013314_450_0490752_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210922_201912_359_0185600_4.png
0,0.93,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_UK000F_20210121_200835_944_0249856_18.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210113_005038_837_0698624_3.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0001_20210905_214440_425_0253952_2.png
0,0.87,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210213_230001_785_0493056_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20201028_011701_654_0746752_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_DE0001_20210114_230336_728_0589312_6.png
0,0.88,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_BE0004_20210121_054048_812_1155328_2.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_DE0001_20200914_025523_188_0768256_1.png
1,0.8,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190512_013122_460_0493312_1.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210203_220510_138_0434688_5.png
0,0.0,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/0/FF_NL0009_20210317_193009_154_0097280_9.png
1,0.77,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200823_014437_255_0570112_1.png
1,0.87,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0001_20190722_235306_921_0319744_1.png
1,0.0,False,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0002_20190628_012158_339_0411136_1.png
1,0.91,True,/mnt/local/fiachra/meteor_images/files/20210121_pngs/1/FF_BE0004_20200720_235532_525_0312320_1.png
